,+/-,3P,3P%,3PA,AST,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Unnamed: 5,Unnamed: 7,player
1253,3.0,0.0,0.0,2.0,12.0,0.0,6.0,12/8/17,8.0,0.33299999999999996,24.0,4.0,0.667,6.0,20.0,1,15.4,41:15:00,0.0,CHO,6.0,20.0,24,3.0,1.0,6.0,@,W (+8),kris dunn
1254,-2.0,0.0,0.0,1.0,9.0,0.0,5.0,12/9/17,6.0,0.545,11.0,5.0,0.833,6.0,21.0,1,19.3,29:43:00,2.0,NYK,3.0,17.0,25,3.0,3.0,7.0,,W (+2),kris dunn
1255,0.0,0.0,0.0,4.0,3.0,1.0,3.0,12/11/17,6.0,0.429,14.0,0.0,,0.0,22.0,1,6.8,24:56:00,1.0,BOS,3.0,12.0,26,0.0,1.0,4.0,,W (+23),kris dunn
1256,3.0,0.0,0.0,2.0,8.0,0.0,7.0,12/13/17,6.0,0.33299999999999996,18.0,1.0,0.5,2.0,23.0,1,11.5,33:42:00,0.0,UTA,4.0,13.0,27,4.0,1.0,7.0,,W (+3),kris dunn
1257,8.0,0.0,0.0,1.0,7.0,0.0,0.0,12/15/17,7.0,0.583,12.0,3.0,0.6,5.0,24.0,1,13.1,25:01:00,0.0,MIL,6.0,17.0,28,2.0,2.0,0.0,@,W (+6),kris dunn
1258,7.0,2.0,1.0,2.0,6.0,0.0,4.0,12/18/17,9.0,0.643,14.0,2.0,1.0,2.0,25.0,1,17.4,34:03:00,0.0,PHI,2.0,22.0,29,2.0,5.0,4.0,,W (+2),kris dunn
1259,16.0,0.0,0.0,3.0,7.0,1.0,5.0,12/20/17,6.0,0.545,11.0,3.0,1.0,3.0,26.0,1,17.3,24:03:00,1.0,ORL,3.0,15.0,30,3.0,2.0,6.0,,W (+18),kris dunn
1260,4.0,0.0,0.0,2.0,14.0,0.0,5.0,12/21/17,5.0,0.455,11.0,0.0,,0.0,27.0,1,11.8,34:58:00,0.0,CLE,2.0,10.0,31,1.0,4.0,5.0,@,L (-3),kris dunn
1261,-29.0,0.0,0.0,1.0,7.0,0.0,1.0,12/23/17,1.0,0.083,12.0,0.0,,0.0,28.0,1,-2.5,24:39:00,1.0,BOS,1.0,2.0,32,0.0,2.0,2.0,@,L (-25),kris dunn
1262,-2.0,0.0,0.0,3.0,12.0,2.0,2.0,12/26/17,9.0,0.529,17.0,2.0,0.5,4.0,29.0,1,19.3,33:40:00,0.0,MIL,5.0,20.0,33,4.0,4.0,2.0,@,W (+9),kris dunn
1263,-1.0,1.0,0.25,4.0,5.0,1.0,5.0,12/27/17,6.0,0.33299999999999996,18.0,4.0,1.0,4.0,30.0,1,11.3,32:00:00,0.0,NYK,3.0,17.0,34,2.0,2.0,5.0,,W (+5),kris dunn
1264,,,,,,,,12/29/17,,,,,,,,Did Not Dress,,,,IND,,,35,,,,,W (+12),kris dunn
1265,6.0,1.0,0.2,5.0,11.0,0.0,7.0,12/31/17,8.0,0.47100000000000003,17.0,2.0,1.0,2.0,31.0,1,15.1,31:45:00,0.0,WAS,5.0,19.0,36,0.0,3.0,7.0,@,L (-4),kris dunn
1266,-8.0,1.0,0.5,2.0,4.0,1.0,6.0,1/1/18,9.0,0.45,20.0,3.0,1.0,3.0,32.0,1,9.0,34:56:00,1.0,POR,4.0,22.0,37,1.0,8.0,7.0,,L (-4),kris dunn
1267,-3.0,0.0,0.0,3.0,8.0,1.0,5.0,1/3/18,1.0,0.16699999999999998,6.0,0.0,,0.0,33.0,1,3.4,28:51:00,0.0,TOR,4.0,2.0,38,2.0,3.0,5.0,,L (-9),kris dunn
1268,-2.0,4.0,0.8,5.0,9.0,0.0,1.0,1/5/18,12.0,0.706,17.0,4.0,0.667,6.0,34.0,1,30.2,32:18:00,1.0,DAL,3.0,32.0,39,4.0,4.0,2.0,@,W (+3),kris dunn
1269,-28.0,0.0,0.0,2.0,8.0,0.0,3.0,1/6/18,4.0,0.4,10.0,0.0,,0.0,35.0,1,5.0,28:15:00,1.0,IND,2.0,8.0,40,0.0,4.0,4.0,@,L (-39),kris dunn
1270,-16.0,1.0,0.5,2.0,8.0,1.0,4.0,1/8/18,9.0,0.45,20.0,0.0,,0.0,36.0,1,16.5,30:14:00,0.0,HOU,4.0,19.0,41,3.0,1.0,4.0,,L (-9),kris dunn
1271,3.0,1.0,0.33299999999999996,3.0,8.0,1.0,2.0,1/10/18,4.0,0.222,18.0,0.0,,0.0,37.0,1,6.7,46:07:00,0.0,NYK,3.0,9.0,42,5.0,2.0,2.0,@,W (+3),kris dunn
1272,5.0,1.0,0.2,5.0,8.0,3.0,8.0,1/13/18,7.0,0.5379999999999999,13.0,3.0,0.75,4.0,38.0,1,21.6,31:21:00,0.0,DET,2.0,18.0,43,3.0,2.0,8.0,,W (+2),kris dunn
1273,21.0,0.0,0.0,1.0,10.0,0.0,2.0,1/15/18,3.0,0.273,11.0,0.0,,0.0,39.0,1,4.5,32:36:00,0.0,MIA,4.0,6.0,44,1.0,2.0,2.0,,W (+8),kris dunn
1274,-3.0,1.0,0.25,4.0,4.0,0.0,5.0,1/17/18,7.0,0.41200000000000003,17.0,1.0,1.0,1.0,40.0,1,12.0,29:57:00,0.0,GSW,3.0,16.0,45,3.0,1.0,5.0,,L (-7),kris dunn
1275,,,,,,,,1/20/18,,,,,,,,Inactive,,,,ATL,,,46,,,,@,W (+16),kris dunn
1276,,,,,,,,1/22/18,,,,,,,,Inactive,,,,NOP,,,47,,,,@,L (-4),kris dunn
1277,,,,,,,,1/24/18,,,,,,,,Inactive,,,,PHI,,,48,,,,@,L (-14),kris dunn
1278,,,,,,,,1/26/18,,,,,,,,Inactive,,,,LAL,,,49,,,,,L (-5),kris dunn
1279,,,,,,,,1/28/18,,,,,,,,Inactive,,,,MIL,,,50,,,,,L (-14),kris dunn
1280,,,,,,,,1/31/18,,,,,,,,Inactive,,,,POR,,,51,,,,@,L (-16),kris dunn
1281,,,,,,,,2/3/18,,,,,,,,Inactive,,,,LAC,,,52,,,,@,L (-10),kris dunn
1282,,,,,,,,2/5/18,,,,,,,,Inactive,,,,SAC,,,53,,,,@,L (-6),kris dunn
1283,,,,,,,,2/9/18,,,,,,,,Inactive,,,,MIN,,,54,,,,,W (+1),kris dunn
1284,,,,,,,,2/10/18,,,,,,,,Inactive,,,,WAS,,,55,,,,,L (-11),kris dunn
1285,,,,,,,,2/12/18,,,,,,,,Inactive,,,,ORL,,,56,,,,,W (+4),kris dunn
1286,-21.0,0.0,0.0,2.0,3.0,0.0,3.0,2/14/18,3.0,0.33299999999999996,9.0,2.0,1.0,2.0,41.0,1,6.1,19:48,0.0,TOR,2.0,8.0,57,1.0,0.0,3.0,,L (-24),kris dunn
1287,-18.0,0.0,0.0,1.0,5.0,0.0,4.0,2/22/18,2.0,0.182,11.0,1.0,0.5,2.0,42.0,1,2.2,27:57:00,0.0,PHI,3.0,5.0,58,2.0,1.0,4.0,,L (-1),kris dunn
1288,-11.0,1.0,0.25,4.0,2.0,3.0,5.0,2/24/18,4.0,0.33299999999999996,12.0,1.0,0.5,2.0,43.0,1,3.8,28:55:00,0.0,MIN,5.0,10.0,59,2.0,4.0,5.0,@,L (-18),kris dunn
1289,-23.0,1.0,1.0,1.0,4.0,2.0,3.0,2/26/18,9.0,0.6,15.0,4.0,0.8,5.0,44.0,1,18.0,30:27:00,0.0,BRK,2.0,23.0,60,2.0,4.0,3.0,@,L (-17),kris dunn
1290,-18.0,0.0,0.0,3.0,3.0,2.0,2.0,2/27/18,2.0,0.182,11.0,6.0,0.75,8.0,45.0,1,-2.2,30:07:00,0.0,CHO,4.0,10.0,61,0.0,7.0,2.0,@,L (-15),kris dunn
1291,9.0,3.0,0.75,4.0,7.0,1.0,7.0,3/2/18,6.0,0.5,12.0,3.0,0.75,4.0,46.0,1,16.3,34:17:00,0.0,DAL,5.0,18.0,62,1.0,2.0,7.0,,W (+8),kris dunn
1292,-26.0,1.0,0.33299999999999996,3.0,4.0,0.0,4.0,3/5/18,3.0,0.3,10.0,0.0,,0.0,47.0,1,2.0,28:29:00,0.0,BOS,3.0,7.0,63,1.0,3.0,4.0,,L (-16),kris dunn
1293,12.0,1.0,0.33299999999999996,3.0,9.0,1.0,2.0,3/7/18,6.0,0.545,11.0,8.0,0.8,10.0,48.0,1,18.2,32:00:00,1.0,MEM,5.0,21.0,64,3.0,6.0,3.0,,W (+9),kris dunn
1294,-12.0,1.0,0.5,2.0,4.0,0.0,1.0,3/9/18,6.0,0.5,12.0,0.0,,0.0,49.0,1,11.9,25:18:00,0.0,DET,3.0,13.0,65,3.0,0.0,1.0,@,L (-16),kris dunn
1295,-17.0,2.0,0.5,4.0,5.0,0.0,1.0,3/11/18,5.0,0.385,13.0,1.0,0.5,2.0,50.0,1,10.4,30:36:00,1.0,ATL,4.0,13.0,66,3.0,1.0,2.0,@,W (+7),kris dunn
1296,-1.0,0.0,0.0,2.0,6.0,0.0,1.0,3/13/18,6.0,0.667,9.0,6.0,1.0,6.0,51.0,1,16.6,26:23:00,0.0,LAC,5.0,18.0,67,2.0,2.0,1.0,,L (-6),kris dunn
1297,-7.0,0.0,0.0,3.0,4.0,0.0,2.0,3/15/18,3.0,0.429,7.0,0.0,,0.0,52.0,1,4.9,25:14:00,0.0,MEM,2.0,6.0,68,2.0,2.0,2.0,@,W (+1),kris dunn
1298,,,,,,,,3/17/18,,,,,,,,Inactive,,,,CLE,,,69,,,,,L (-5),kris dunn
1299,,,,,,,,3/19/18,,,,,,,,Inactive,,,,NYK,,,70,,,,@,L (-18),kris dunn
1300,,,,,,,,3/21/18,,,,,,,,Inactive,,,,DEN,,,71,,,,,L (-33),kris dunn
1301,,,,,,,,3/23/18,,,,,,,,Inactive,,,,MIL,,,72,,,,,L (-13),kris dunn
1302,,,,,,,,3/24/18,,,,,,,,Inactive,,,,DET,,,73,,,,@,L (-22),kris dunn
1303,,,,,,,,3/27/18,,,,,,,,Inactive,,,,HOU,,,74,,,,@,L (-32),kris dunn
1304,,,,,,,,3/29/18,,,,,,,,Inactive,,,,MIA,,,75,,,,@,L (-11),kris dunn
1305,,,,,,,,3/30/18,,,,,,,,Inactive,,,,ORL,,,76,,,,@,W (+8),kris dunn
1306,,,,,,,,4/1/18,,,,,,,,Inactive,,,,WAS,,,77,,,,,W (+19),kris dunn
1307,,,,,,,,4/3/18,,,,,,,,Inactive,,,,CHO,,,78,,,,,W (+6),kris dunn
1308,,,,,,,,4/6/18,,,,,,,,Inactive,,,,BOS,,,79,,,,@,L (-7),kris dunn
1309,,,,,,,,4/7/18,,,,,,,,Inactive,,,,BRK,,,80,,,,,L (-28),kris dunn
1310,,,,,,,,4/9/18,,,,,,,,Inactive,,,,BRK,,,81,,,,@,L (-9),kris dunn
1311,,,,,,,,4/11/18,,,,,,,,Inactive,,,,DET,,,82,,,,,L (-32),kris dunn
1312,-17.0,0.0,0.0,2.0,1.0,0.0,2.0,10/19/17,4.0,0.5,8.0,0.0,0.0,2.0,1.0,0,7.1,18:42,2.0,LAC,2.0,8.0,1,2.0,0.0,4.0,,L (-16),kyle kuzma
1313,-18.0,1.0,0.5,2.0,2.0,0.0,3.0,10/20/17,6.0,0.857,7.0,2.0,0.667,3.0,2.0,0,14.4,28:24:00,0.0,PHO,0.0,15.0,2,0.0,0.0,3.0,@,W (+2),kyle kuzma
1314,2.0,2.0,0.33299999999999996,6.0,2.0,0.0,5.0,10/22/17,7.0,0.5379999999999999,13.0,4.0,1.0,4.0,3.0,0,15.1,30:26:00,1.0,NOP,3.0,20.0,3,1.0,2.0,6.0,,L (-7),kyle kuzma
1315,4.0,1.0,0.16699999999999998,6.0,0.0,0.0,3.0,10/25/17,6.0,0.4,15.0,2.0,1.0,2.0,4.0,0,4.4,33:47:00,0.0,WAS,1.0,15.0,4,0.0,3.0,3.0,,W (+3),kyle kuzma
1316,3.0,1.0,0.2,5.0,1.0,0.0,8.0,10/27/17,7.0,0.5,14.0,0.0,,0.0,5.0,0,7.7,32:00:00,2.0,TOR,2.0,15.0,5,0.0,4.0,10.0,,L (-9),kyle kuzma
1317,-3.0,1.0,0.33299999999999996,3.0,3.0,0.0,2.0,10/28/17,4.0,0.4,10.0,0.0,,0.0,6.0,0,7.6,22:16,1.0,UTA,1.0,9.0,6,1.0,0.0,3.0,@,L (-15),kyle kuzma
1318,8.0,4.0,1.0,4.0,3.0,0.0,4.0,10/31/17,6.0,0.75,8.0,0.0,,0.0,7.0,0,17.1,19:59,2.0,DET,1.0,16.0,7,0.0,0.0,6.0,,W (+20),kyle kuzma
1319,-11.0,1.0,0.2,5.0,0.0,1.0,2.0,11/2/17,10.0,0.588,17.0,1.0,0.5,2.0,8.0,0,12.5,28:34:00,1.0,POR,3.0,22.0,8,0.0,2.0,3.0,@,L (-3),kyle kuzma
1320,13.0,1.0,0.33299999999999996,3.0,1.0,0.0,13.0,11/3/17,8.0,0.727,11.0,4.0,1.0,4.0,9.0,1,20.3,39:00:00,0.0,BRK,2.0,21.0,9,1.0,1.0,13.0,,W (+12),kyle kuzma
1321,4.0,1.0,0.33299999999999996,3.0,1.0,0.0,11.0,11/5/17,5.0,0.556,9.0,2.0,1.0,2.0,10.0,1,12.4,37:51:00,1.0,MEM,0.0,13.0,10,0.0,1.0,12.0,,W (+5),kyle kuzma
1322,0.0,0.0,0.0,2.0,1.0,0.0,4.0,11/8/17,4.0,0.4,10.0,2.0,1.0,2.0,11.0,1,2.9,34:08:00,2.0,BOS,5.0,10.0,11,0.0,3.0,6.0,@,L (-11),kyle kuzma
1323,-10.0,0.0,0.0,2.0,1.0,0.0,4.0,11/9/17,4.0,0.28600000000000003,14.0,5.0,0.833,6.0,12.0,1,3.6,34:59:00,5.0,WAS,3.0,13.0,12,0.0,5.0,9.0,@,L (-16),kyle kuzma
1324,0.0,1.0,0.25,4.0,1.0,1.0,8.0,11/11/17,8.0,0.47100000000000003,17.0,4.0,0.8,5.0,13.0,1,15.6,41:40:00,3.0,MIL,3.0,21.0,13,1.0,2.0,11.0,@,L (-8),kyle kuzma
1325,-10.0,3.0,0.5,6.0,2.0,0.0,6.0,11/13/17,4.0,0.33299999999999996,12.0,0.0,,0.0,14.0,1,6.4,33:34:00,0.0,PHO,0.0,11.0,14,0.0,1.0,6.0,@,W (+7),kyle kuzma
1326,-4.0,1.0,0.25,4.0,1.0,0.0,3.0,11/15/17,9.0,0.5,18.0,5.0,0.833,6.0,15.0,1,16.2,30:47:00,4.0,PHI,2.0,24.0,15,0.0,2.0,7.0,,L (-6),kyle kuzma
1327,0.0,2.0,0.28600000000000003,7.0,1.0,0.0,8.0,11/17/17,11.0,0.478,23.0,6.0,0.857,7.0,16.0,1,19.0,38:27:00,2.0,PHO,1.0,30.0,16,0.0,3.0,10.0,,L (-9),kyle kuzma
1328,1.0,3.0,0.75,4.0,3.0,0.0,2.0,11/19/17,7.0,0.636,11.0,0.0,0.0,2.0,17.0,1,11.9,25:40:00,1.0,DEN,2.0,17.0,17,1.0,3.0,3.0,,W (+18),kyle kuzma
1329,9.0,4.0,0.5710000000000001,7.0,5.0,0.0,2.0,11/21/17,7.0,0.467,15.0,4.0,0.5710000000000001,7.0,18.0,1,14.3,39:55:00,1.0,CHI,4.0,22.0,18,0.0,2.0,3.0,,W (+9),kyle kuzma
1330,-15.0,3.0,0.429,7.0,0.0,0.0,2.0,11/22/17,7.0,0.41200000000000003,17.0,0.0,,0.0,19.0,1,5.9,35:33:00,0.0,SAC,4.0,17.0,19,1.0,2.0,2.0,@,L (-11),kyle kuzma
1331,12.0,3.0,0.6,5.0,3.0,0.0,1.0,11/27/17,5.0,0.7140000000000001,7.0,2.0,1.0,2.0,20.0,0,11.4,19:36,1.0,LAC,2.0,15.0,20,0.0,3.0,2.0,@,L (-5),kyle kuzma
1332,,,,,,,,11/29/17,,,,,,,,Inactive,,,,GSW,,,21,,,,,L (-4),kyle kuzma
1333,-7.0,1.0,0.25,4.0,2.0,0.0,8.0,12/2/17,5.0,0.385,13.0,2.0,1.0,2.0,21.0,0,6.9,26:54:00,2.0,DEN,3.0,13.0,22,0.0,3.0,10.0,@,L (-15),kyle kuzma
1334,-25.0,3.0,0.429,7.0,0.0,1.0,9.0,12/3/17,8.0,0.5,16.0,3.0,0.6,5.0,22.0,0,17.3,27:37:00,3.0,HOU,1.0,22.0,23,1.0,2.0,12.0,,L (-23),kyle kuzma
1335,2.0,1.0,0.33299999999999996,3.0,1.0,0.0,2.0,12/7/17,1.0,0.14300000000000002,7.0,0.0,,0.0,23.0,0,-1.6,18:54,0.0,PHI,1.0,3.0,24,0.0,1.0,2.0,@,W (+3),kyle kuzma
1336,21.0,0.0,0.0,3.0,2.0,1.0,11.0,12/9/17,6.0,0.545,11.0,0.0,,0.0,24.0,0,14.2,31:56:00,3.0,CHO,0.0,12.0,25,0.0,0.0,14.0,@,W (+11),kyle kuzma
1337,1.0,3.0,0.5,6.0,1.0,2.0,3.0,12/12/17,8.0,0.47100000000000003,17.0,0.0,,0.0,25.0,0,13.8,29:34:00,3.0,NYK,4.0,19.0,26,0.0,0.0,6.0,@,L (-4),kyle kuzma
1338,-8.0,1.0,0.2,5.0,1.0,0.0,4.0,12/14/17,8.0,0.5,16.0,3.0,1.0,3.0,26.0,0,10.8,30:54:00,3.0,CLE,3.0,20.0,27,0.0,4.0,7.0,@,L (-9),kyle kuzma
1339,-17.0,4.0,0.667,6.0,3.0,1.0,5.0,12/18/17,10.0,0.625,16.0,1.0,1.0,1.0,27.0,0,19.6,39:52:00,1.0,GSW,3.0,25.0,28,0.0,2.0,6.0,,L (-2),kyle kuzma
1340,9.0,7.0,0.7,10.0,4.0,1.0,6.0,12/20/17,12.0,0.706,17.0,7.0,0.7,10.0,28.0,1,35.3,39:51:00,1.0,HOU,1.0,38.0,29,0.0,0.0,7.0,@,W (+6),kyle kuzma
1341,-5.0,3.0,0.5,6.0,1.0,1.0,11.0,12/22/17,9.0,0.6,15.0,6.0,0.75,8.0,29.0,1,23.9,42:58:00,3.0,GSW,3.0,27.0,30,2.0,3.0,14.0,@,L (-7),kyle kuzma
1342,6.0,2.0,0.33299999999999996,6.0,3.0,0.0,4.0,12/23/17,6.0,0.316,19.0,4.0,0.8,5.0,30.0,1,8.5,34:58:00,3.0,POR,4.0,18.0,31,1.0,3.0,7.0,,L (-3),kyle kuzma
1343,-9.0,6.0,0.545,11.0,4.0,1.0,2.0,12/25/17,8.0,0.444,18.0,9.0,0.6920000000000001,13.0,31.0,1,24.8,41:08:00,1.0,MIN,0.0,31.0,32,2.0,2.0,3.0,,L (-17),kyle kuzma
1344,-7.0,1.0,0.091,11.0,1.0,0.0,6.0,12/27/17,4.0,0.16699999999999998,24.0,0.0,,0.0,32.0,1,-2.9,34:23:00,2.0,MEM,4.0,9.0,33,2.0,1.0,8.0,,L (-10),kyle kuzma
1345,-9.0,1.0,0.14300000000000002,7.0,2.0,0.0,4.0,12/29/17,6.0,0.429,14.0,0.0,0.0,1.0,33.0,1,6.3,36:49:00,1.0,LAC,3.0,13.0,34,0.0,1.0,5.0,,L (-15),kyle kuzma
1346,-7.0,5.0,0.5,10.0,3.0,2.0,4.0,12/31/17,7.0,0.35,20.0,4.0,1.0,4.0,34.0,1,14.6,42:51:00,1.0,HOU,4.0,23.0,35,0.0,1.0,5.0,@,L (-6),kyle kuzma
1347,-16.0,2.0,0.5,4.0,1.0,0.0,1.0,1/1/18,2.0,0.28600000000000003,7.0,0.0,0.0,1.0,35.0,1,0.7,18:20,0.0,MIN,2.0,6.0,36,0.0,1.0,1.0,@,L (-18),kyle kuzma
1348,-26.0,3.0,0.5,6.0,1.0,2.0,3.0,1/3/18,7.0,0.5,14.0,1.0,0.33299999999999996,3.0,36.0,1,8.4,28:03:00,0.0,OKC,2.0,18.0,37,0.0,4.0,3.0,,L (-37),kyle kuzma
1349,-9.0,0.0,0.0,6.0,1.0,2.0,2.0,1/5/18,2.0,0.14300000000000002,14.0,0.0,,0.0,37.0,0,-6.5,25:30:00,0.0,CHO,3.0,4.0,38,0.0,3.0,2.0,,L (-14),kyle kuzma
1350,15.0,0.0,0.0,3.0,3.0,1.0,6.0,1/7/18,6.0,0.5,12.0,2.0,0.667,3.0,38.0,0,7.6,24:27:00,0.0,ATL,4.0,14.0,39,0.0,3.0,6.0,,W (+19),kyle kuzma
1351,-15.0,1.0,0.25,4.0,3.0,1.0,3.0,1/9/18,4.0,0.444,9.0,0.0,0.0,1.0,39.0,0,7.5,24:04:00,1.0,SAC,2.0,9.0,40,3.0,3.0,4.0,,W (+13),kyle kuzma
1352,26.0,2.0,0.222,9.0,4.0,0.0,6.0,1/11/18,3.0,0.25,12.0,2.0,1.0,2.0,40.0,0,9.4,29:55:00,0.0,SAS,0.0,10.0,41,2.0,0.0,6.0,,W (+12),kyle kuzma
1353,4.0,1.0,0.5,2.0,3.0,0.0,8.0,1/13/18,8.0,0.615,13.0,1.0,0.5,2.0,41.0,0,15.4,35:32:00,2.0,DAL,3.0,18.0,42,1.0,2.0,10.0,@,W (+6),kyle kuzma
1354,-3.0,4.0,0.5,8.0,5.0,0.0,6.0,1/15/18,6.0,0.375,16.0,2.0,1.0,2.0,42.0,0,13.0,28:39:00,1.0,MEM,3.0,18.0,43,2.0,3.0,7.0,@,L (-9),kyle kuzma
1355,-6.0,1.0,0.2,5.0,2.0,0.0,0.0,1/17/18,3.0,0.33299999999999996,9.0,0.0,,0.0,43.0,0,2.6,22:44,1.0,OKC,1.0,7.0,44,1.0,2.0,1.0,@,L (-24),kyle kuzma
1356,3.0,3.0,0.33299999999999996,9.0,3.0,1.0,5.0,1/19/18,5.0,0.33299999999999996,15.0,0.0,0.0,3.0,44.0,1,3.4,32:09:00,0.0,IND,3.0,13.0,45,0.0,3.0,5.0,,W (+13),kyle kuzma
1357,-1.0,2.0,0.5,4.0,0.0,0.0,0.0,1/21/18,6.0,0.75,8.0,1.0,0.33299999999999996,3.0,45.0,0,10.2,10:27,0.0,NYK,2.0,15.0,46,0.0,0.0,0.0,,W (+20),kyle kuzma
1358,2.0,5.0,0.7140000000000001,7.0,3.0,0.0,3.0,1/23/18,10.0,0.625,16.0,3.0,0.6,5.0,46.0,0,23.7,26:37:00,1.0,BOS,0.0,28.0,47,0.0,0.0,4.0,,W (+1),kyle kuzma
1359,-12.0,1.0,0.2,5.0,2.0,1.0,2.0,1/26/18,4.0,0.33299999999999996,12.0,0.0,,0.0,47.0,0,4.5,27:23:00,0.0,CHI,1.0,9.0,48,1.0,1.0,2.0,@,W (+5),kyle kuzma
1360,-7.0,0.0,0.0,3.0,0.0,0.0,4.0,1/28/18,3.0,0.33299999999999996,9.0,1.0,0.5,2.0,48.0,0,0.7,23:05,0.0,TOR,0.0,7.0,49,1.0,3.0,4.0,@,L (-12),kyle kuzma
1361,-7.0,0.0,0.0,3.0,1.0,0.0,4.0,1/31/18,5.0,0.385,13.0,1.0,0.5,2.0,49.0,0,4.4,28:20:00,0.0,ORL,0.0,11.0,50,0.0,1.0,4.0,@,L (-22),kyle kuzma
1362,-2.0,0.0,0.0,1.0,1.0,0.0,1.0,2/2/18,3.0,0.33299999999999996,9.0,0.0,,0.0,50.0,0,3.9,20:17,2.0,BRK,1.0,6.0,51,1.0,0.0,3.0,@,W (+3),kyle kuzma
1363,-7.0,0.0,0.0,1.0,0.0,1.0,2.0,2/4/18,1.0,0.25,4.0,0.0,,0.0,51.0,0,1.2,15:54,1.0,OKC,1.0,2.0,52,0.0,0.0,3.0,@,W (+4),kyle kuzma
1364,12.0,2.0,0.28600000000000003,7.0,0.0,0.0,4.0,2/6/18,6.0,0.4,15.0,2.0,1.0,2.0,52.0,0,8.9,27:15:00,0.0,PHO,3.0,16.0,53,1.0,0.0,4.0,,W (+19),kyle kuzma
1365,19.0,2.0,0.25,8.0,2.0,2.0,9.0,2/8/18,6.0,0.4,15.0,2.0,1.0,2.0,53.0,0,13.2,23:54,0.0,OKC,3.0,16.0,54,1.0,0.0,9.0,,W (+25),kyle kuzma
1366,-10.0,2.0,0.4,5.0,3.0,0.0,13.0,2/10/18,5.0,0.41700000000000004,12.0,0.0,0.0,2.0,54.0,0,12.8,32:19:00,2.0,DAL,1.0,12.0,55,2.0,1.0,15.0,@,L (-7),kyle kuzma
1367,-14.0,3.0,0.375,8.0,1.0,0.0,4.0,2/14/18,10.0,0.5,20.0,0.0,,0.0,55.0,0,13.8,26:55:00,1.0,NOP,2.0,23.0,56,1.0,2.0,5.0,@,L (-22),kyle kuzma
1368,-1.0,2.0,0.222,9.0,0.0,1.0,2.0,2/15/18,3.0,0.25,12.0,0.0,,0.0,56.0,0,0.3,18:37,0.0,MIN,2.0,8.0,57,0.0,1.0,2.0,@,L (-8),kyle kuzma
1369,-3.0,2.0,0.33299999999999996,6.0,1.0,2.0,1.0,2/23/18,4.0,0.4,10.0,2.0,1.0,2.0,57.0,0,6.2,25:00:00,2.0,DAL,3.0,12.0,58,0.0,3.0,3.0,,W (+22),kyle kuzma
1370,-8.0,2.0,0.4,5.0,1.0,0.0,5.0,2/24/18,3.0,0.33299999999999996,9.0,2.0,1.0,2.0,58.0,0,5.3,22:33,0.0,SAC,2.0,10.0,59,0.0,1.0,5.0,@,W (+5),kyle kuzma
1371,12.0,3.0,0.429,7.0,3.0,0.0,9.0,2/26/18,3.0,0.3,10.0,1.0,0.5,2.0,59.0,0,6.8,28:16:00,0.0,ATL,2.0,10.0,60,1.0,2.0,9.0,@,W (+19),kyle kuzma
1372,16.0,3.0,0.75,4.0,2.0,2.0,5.0,3/1/18,6.0,0.6,10.0,1.0,0.5,2.0,60.0,0,15.0,28:28:00,1.0,MIA,0.0,16.0,61,0.0,1.0,6.0,@,W (+18),kyle kuzma
1373,-3.0,2.0,0.33299999999999996,6.0,1.0,0.0,4.0,3/3/18,4.0,0.308,13.0,1.0,0.25,4.0,61.0,1,5.0,33:12:00,4.0,SAS,5.0,11.0,62,2.0,2.0,8.0,@,W (+4),kyle kuzma
1374,5.0,2.0,0.33299999999999996,6.0,3.0,2.0,8.0,3/5/18,4.0,0.4,10.0,1.0,0.5,2.0,62.0,1,8.9,37:44:00,0.0,POR,3.0,11.0,63,1.0,2.0,8.0,,L (-5),kyle kuzma
1375,5.0,1.0,0.25,4.0,1.0,1.0,8.0,3/7/18,9.0,0.563,16.0,1.0,1.0,1.0,63.0,1,17.8,42:03:00,2.0,ORL,2.0,20.0,64,3.0,2.0,10.0,,W (+1),kyle kuzma
1376,1.0,2.0,0.667,3.0,3.0,0.0,4.0,3/9/18,5.0,0.5,10.0,2.0,1.0,2.0,64.0,1,11.9,39:14:00,2.0,DEN,2.0,14.0,65,0.0,1.0,6.0,@,L (-9),kyle kuzma
1377,14.0,2.0,0.4,5.0,2.0,0.0,9.0,3/11/18,4.0,0.28600000000000003,14.0,4.0,1.0,4.0,65.0,1,8.4,38:48:00,1.0,CLE,3.0,14.0,66,0.0,1.0,10.0,,W (+14),kyle kuzma
1378,-9.0,5.0,0.455,11.0,2.0,0.0,13.0,3/13/18,10.0,0.5,20.0,1.0,1.0,1.0,66.0,1,20.5,39:28:00,0.0,DEN,2.0,26.0,67,1.0,1.0,13.0,,W (+9),kyle kuzma
1379,,,,,,,,3/14/18,,,,,,,,Did Not Dress,,,,GSW,,,68,,,,@,L (-11),kyle kuzma
1380,8.0,1.0,0.33299999999999996,3.0,3.0,0.0,8.0,3/16/18,5.0,0.5,10.0,0.0,,0.0,67.0,1,7.3,32:30:00,0.0,MIA,3.0,11.0,69,1.0,3.0,8.0,,L (-1),kyle kuzma
