,+/-,3P,3P%,3PA,AST,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Unnamed: 5,Unnamed: 7,player
107,-4.0,0.0,,0.0,10.0,1.0,3.0,12/10/17,10.0,0.625,16.0,7.0,0.778,9.0,25.0,1,22.4,35:53:00,2.0,NOP,4.0,27.0,26,0.0,5.0,5.0,@,L (-7),ben simmons
108,3.0,0.0,,0.0,8.0,0.0,3.0,12/12/17,3.0,0.375,8.0,1.0,0.33299999999999996,3.0,26.0,1,2.3,40:20:00,0.0,MIN,0.0,7.0,27,1.0,7.0,3.0,@,W (+6),ben simmons
109,-3.0,0.0,,0.0,11.0,0.0,8.0,12/15/17,6.0,0.6,10.0,0.0,0.0,2.0,27.0,1,16.4,51:34:00,1.0,OKC,5.0,12.0,28,4.0,3.0,9.0,,L (-2),ben simmons
110,1.0,0.0,0.0,1.0,10.0,4.0,7.0,12/18/17,9.0,0.5,18.0,1.0,0.2,5.0,28.0,1,19.3,34:57:00,4.0,CHI,2.0,19.0,29,0.0,3.0,11.0,@,L (-2),ben simmons
111,0.0,0.0,,0.0,9.0,0.0,11.0,12/19/17,5.0,0.833,6.0,3.0,0.6,5.0,29.0,1,18.1,32:48:00,1.0,SAC,3.0,13.0,30,3.0,4.0,12.0,,L (-6),ben simmons
112,-8.0,0.0,,0.0,4.0,1.0,4.0,12/21/17,9.0,0.643,14.0,2.0,0.4,5.0,30.0,1,10.5,33:23:00,2.0,TOR,3.0,20.0,31,0.0,7.0,6.0,,L (-5),ben simmons
113,-8.0,0.0,,0.0,6.0,0.0,3.0,12/23/17,5.0,0.385,13.0,0.0,0.0,2.0,31.0,1,5.8,32:37:00,2.0,TOR,2.0,10.0,32,1.0,3.0,5.0,@,L (-16),ben simmons
114,-4.0,0.0,,0.0,3.0,1.0,7.0,12/25/17,4.0,0.5,8.0,0.0,0.0,2.0,32.0,1,6.6,32:59:00,1.0,NYK,3.0,8.0,33,1.0,2.0,8.0,@,W (+7),ben simmons
115,5.0,0.0,,0.0,8.0,0.0,3.0,12/28/17,7.0,0.41200000000000003,17.0,3.0,1.0,3.0,33.0,1,11.5,33:51:00,1.0,POR,4.0,17.0,34,1.0,3.0,4.0,@,L (-4),ben simmons
116,-11.0,0.0,,0.0,6.0,1.0,5.0,12/30/17,3.0,0.33299999999999996,9.0,0.0,,0.0,34.0,1,1.0,32:04:00,1.0,DEN,5.0,6.0,35,0.0,5.0,6.0,@,W (+5),ben simmons
117,9.0,0.0,,0.0,6.0,3.0,9.0,12/31/17,7.0,0.636,11.0,7.0,0.636,11.0,35.0,1,19.5,32:07:00,0.0,PHO,5.0,21.0,36,3.0,5.0,9.0,@,W (+13),ben simmons
118,2.0,0.0,0.0,1.0,4.0,1.0,4.0,1/3/18,8.0,0.444,18.0,10.0,0.667,15.0,36.0,1,17.8,33:42:00,1.0,SAS,3.0,26.0,37,3.0,4.0,5.0,,W (+6),ben simmons
119,16.0,0.0,,0.0,9.0,2.0,2.0,1/5/18,9.0,0.6920000000000001,13.0,1.0,1.0,1.0,37.0,1,19.6,23:01,2.0,DET,4.0,19.0,38,2.0,4.0,4.0,,W (+36),ben simmons
120,-17.0,0.0,,0.0,3.0,2.0,2.0,1/11/18,8.0,0.667,12.0,0.0,,0.0,38.0,1,13.1,28:32:00,0.0,BOS,2.0,16.0,39,2.0,3.0,2.0,,L (-11),ben simmons
121,1.0,0.0,,0.0,4.0,2.0,1.0,1/15/18,5.0,0.5,10.0,2.0,0.5,4.0,39.0,1,4.7,27:16:00,0.0,TOR,5.0,12.0,40,2.0,6.0,1.0,,W (+6),ben simmons
122,-3.0,0.0,,0.0,4.0,0.0,5.0,1/18/18,4.0,0.444,9.0,0.0,,0.0,40.0,1,5.8,34:09:00,2.0,BOS,3.0,8.0,41,1.0,3.0,7.0,@,W (+9),ben simmons
123,12.0,0.0,,0.0,9.0,0.0,7.0,1/20/18,8.0,0.615,13.0,0.0,,0.0,41.0,1,14.6,30:32:00,1.0,MIL,4.0,16.0,42,1.0,4.0,8.0,,W (+22),ben simmons
124,6.0,0.0,,0.0,7.0,0.0,2.0,1/22/18,3.0,0.375,8.0,0.0,,0.0,42.0,1,2.8,35:02:00,1.0,MEM,5.0,6.0,43,1.0,4.0,3.0,@,L (-4),ben simmons
125,18.0,0.0,,0.0,14.0,2.0,14.0,1/24/18,6.0,0.4,15.0,7.0,0.7,10.0,43.0,1,19.6,38:47:00,3.0,CHI,4.0,19.0,44,0.0,6.0,17.0,,W (+14),ben simmons
126,20.0,0.0,,0.0,7.0,1.0,4.0,1/26/18,10.0,0.909,11.0,1.0,0.5,2.0,44.0,1,23.0,33:43:00,1.0,SAS,1.0,21.0,45,2.0,3.0,5.0,@,W (+19),ben simmons
127,-12.0,0.0,,0.0,7.0,1.0,3.0,1/28/18,10.0,0.7140000000000001,14.0,2.0,0.33299999999999996,6.0,45.0,1,21.4,39:17:00,1.0,OKC,1.0,22.0,46,1.0,1.0,4.0,@,L (-10),ben simmons
128,-8.0,0.0,,0.0,5.0,0.0,6.0,1/29/18,7.0,0.7,10.0,2.0,0.667,3.0,46.0,1,14.5,29:27:00,0.0,MIL,3.0,16.0,47,1.0,2.0,6.0,@,L (-12),ben simmons
129,2.0,0.0,,0.0,7.0,0.0,1.0,1/31/18,11.0,0.688,16.0,2.0,1.0,2.0,47.0,1,22.7,37:54:00,1.0,BRK,1.0,24.0,48,1.0,1.0,2.0,@,L (-8),ben simmons
130,11.0,0.0,,0.0,5.0,1.0,4.0,2/2/18,8.0,0.615,13.0,4.0,1.0,4.0,48.0,1,22.5,35:08:00,2.0,MIA,1.0,20.0,49,2.0,0.0,6.0,,W (+6),ben simmons
131,2.0,0.0,,0.0,6.0,0.0,6.0,2/3/18,4.0,0.308,13.0,2.0,0.33299999999999996,6.0,49.0,1,10.2,35:13:00,5.0,IND,3.0,10.0,50,1.0,0.0,11.0,@,L (-8),ben simmons
132,9.0,0.0,,0.0,8.0,1.0,3.0,2/6/18,6.0,0.75,8.0,3.0,0.6,5.0,50.0,1,17.5,35:37:00,3.0,WAS,2.0,15.0,51,3.0,5.0,6.0,,W (+13),ben simmons
133,20.0,0.0,,0.0,8.0,1.0,7.0,2/9/18,3.0,0.273,11.0,4.0,1.0,4.0,51.0,1,11.9,25:08:00,2.0,NOP,1.0,10.0,52,3.0,4.0,9.0,,W (+18),ben simmons
134,13.0,0.0,,0.0,10.0,1.0,4.0,2/10/18,7.0,0.5379999999999999,13.0,0.0,0.0,1.0,52.0,1,14.1,35:26:00,1.0,LAC,2.0,14.0,53,2.0,4.0,5.0,,W (+14),ben simmons
135,10.0,0.0,,0.0,6.0,3.0,5.0,2/12/18,6.0,0.75,8.0,1.0,0.5,2.0,53.0,1,18.1,32:44:00,1.0,NYK,2.0,13.0,54,4.0,3.0,6.0,,W (+16),ben simmons
136,4.0,0.0,,0.0,10.0,0.0,8.0,2/14/18,8.0,0.5329999999999999,15.0,2.0,0.4,5.0,54.0,1,21.3,36:28:00,4.0,MIA,1.0,18.0,55,4.0,4.0,12.0,,W (+2),ben simmons
137,15.0,0.0,,0.0,11.0,1.0,4.0,2/22/18,13.0,0.722,18.0,6.0,0.545,11.0,55.0,1,32.9,34:12:00,3.0,CHI,1.0,32.0,56,1.0,2.0,7.0,@,W (+1),ben simmons
138,6.0,0.0,,0.0,7.0,0.0,3.0,2/24/18,7.0,0.636,11.0,3.0,0.75,4.0,56.0,1,16.4,28:34:00,1.0,ORL,2.0,17.0,57,1.0,2.0,4.0,,W (+11),ben simmons
139,-9.0,0.0,,0.0,8.0,1.0,4.0,2/25/18,6.0,0.5,12.0,4.0,0.667,6.0,57.0,1,17.3,36:46:00,4.0,WAS,3.0,16.0,58,1.0,2.0,8.0,@,L (-15),ben simmons
140,-11.0,0.0,,0.0,6.0,1.0,5.0,2/27/18,4.0,0.444,9.0,3.0,0.5,6.0,58.0,1,6.6,33:24:00,1.0,MIA,4.0,11.0,59,0.0,4.0,6.0,@,L (-1),ben simmons
141,11.0,0.0,,0.0,8.0,1.0,8.0,3/1/18,8.0,0.5710000000000001,14.0,2.0,1.0,2.0,59.0,1,18.8,31:49:00,1.0,CLE,5.0,18.0,60,2.0,2.0,9.0,@,W (+11),ben simmons
142,10.0,0.0,,0.0,7.0,1.0,7.0,3/2/18,6.0,0.6,10.0,3.0,0.75,4.0,60.0,1,15.0,34:06:00,1.0,CHO,1.0,15.0,61,0.0,3.0,8.0,,W (+11),ben simmons
143,7.0,0.0,,0.0,15.0,2.0,4.0,3/4/18,6.0,0.667,9.0,0.0,,0.0,61.0,1,15.1,35:06:00,1.0,MIL,2.0,12.0,62,0.0,6.0,5.0,@,L (-8),ben simmons
144,16.0,0.0,,0.0,13.0,0.0,7.0,3/6/18,8.0,0.889,9.0,0.0,,0.0,62.0,1,23.4,32:55:00,1.0,CHO,1.0,16.0,63,0.0,1.0,8.0,@,W (+14),ben simmons
145,-7.0,0.0,,0.0,8.0,2.0,6.0,3/8/18,5.0,0.5,10.0,0.0,,0.0,63.0,1,12.4,35:09:00,2.0,MIA,2.0,10.0,64,3.0,5.0,8.0,@,L (-9),ben simmons
146,6.0,0.0,,0.0,6.0,0.0,5.0,3/11/18,4.0,0.444,9.0,3.0,0.75,4.0,64.0,1,10.1,28:39:00,1.0,BRK,3.0,11.0,65,0.0,1.0,6.0,@,W (+23),ben simmons
147,-2.0,0.0,,0.0,10.0,0.0,12.0,3/13/18,4.0,0.4,10.0,2.0,1.0,2.0,65.0,1,12.7,30:04:00,1.0,IND,3.0,10.0,66,0.0,2.0,13.0,,L (-3),ben simmons
148,5.0,0.0,,0.0,12.0,0.0,7.0,3/15/18,5.0,0.455,11.0,3.0,0.375,8.0,66.0,1,13.1,33:26:00,3.0,NYK,2.0,13.0,67,1.0,5.0,10.0,@,W (+8),ben simmons
149,4.0,0.0,,0.0,12.0,0.0,4.0,3/16/18,10.0,0.588,17.0,1.0,0.25,4.0,67.0,1,23.7,37:03:00,4.0,BRK,4.0,21.0,68,3.0,2.0,8.0,,W (+4),ben simmons
150,30.0,0.0,,0.0,15.0,0.0,9.0,3/19/18,4.0,0.444,9.0,3.0,0.75,4.0,68.0,1,24.2,33:01:00,3.0,CHO,0.0,11.0,69,3.0,0.0,12.0,,W (+14),ben simmons
151,28.0,0.0,,0.0,9.0,0.0,6.0,3/21/18,6.0,0.667,9.0,1.0,1.0,1.0,69.0,1,16.5,24:44:00,1.0,MEM,1.0,13.0,70,2.0,3.0,7.0,,W (+14),ben simmons
152,23.0,0.0,,0.0,10.0,1.0,11.0,3/22/18,3.0,0.75,4.0,0.0,0.0,2.0,70.0,1,12.4,26:32:00,0.0,ORL,3.0,6.0,71,3.0,4.0,11.0,@,W (+20),ben simmons
153,27.0,0.0,,0.0,13.0,0.0,10.0,3/24/18,5.0,0.556,9.0,5.0,0.625,8.0,71.0,1,20.2,29:46:00,2.0,MIN,2.0,15.0,72,2.0,4.0,12.0,,W (+12),ben simmons
154,3.0,0.0,0.0,1.0,11.0,1.0,7.0,3/26/18,3.0,0.375,8.0,1.0,0.5,2.0,72.0,1,14.3,33:36:00,6.0,DEN,4.0,7.0,73,0.0,1.0,13.0,,W (+19),ben simmons
155,9.0,0.0,,0.0,10.0,1.0,6.0,3/28/18,6.0,0.857,7.0,1.0,0.25,4.0,73.0,1,15.8,34:25:00,2.0,NYK,1.0,13.0,74,0.0,4.0,8.0,,W (+17),ben simmons
156,21.0,0.0,,0.0,11.0,2.0,12.0,3/30/18,6.0,0.545,11.0,1.0,0.33299999999999996,3.0,74.0,1,17.8,26:30:00,0.0,ATL,2.0,13.0,75,1.0,2.0,12.0,@,W (+10),ben simmons
157,21.0,0.0,,0.0,15.0,2.0,7.0,4/1/18,10.0,0.588,17.0,0.0,,0.0,75.0,1,28.8,31:52:00,1.0,CHO,0.0,20.0,76,3.0,1.0,8.0,@,W (+17),ben simmons
158,21.0,0.0,,0.0,6.0,0.0,11.0,4/3/18,7.0,0.7,10.0,1.0,0.5,2.0,76.0,1,14.8,25:14:00,1.0,BRK,2.0,15.0,77,1.0,4.0,12.0,,W (+26),ben simmons
159,-2.0,0.0,,0.0,7.0,0.0,6.0,4/4/18,7.0,0.7,10.0,2.0,0.5,4.0,77.0,1,16.3,32:06:00,0.0,DET,1.0,16.0,78,1.0,2.0,6.0,@,W (+7),ben simmons
160,-3.0,0.0,,0.0,13.0,1.0,12.0,4/6/18,12.0,0.706,17.0,3.0,0.6,5.0,78.0,1,34.0,36:08:00,3.0,CLE,4.0,27.0,79,4.0,3.0,15.0,,W (+2),ben simmons
161,15.0,0.0,,0.0,9.0,1.0,5.0,4/8/18,7.0,0.7,10.0,2.0,0.33299999999999996,6.0,79.0,1,19.9,30:35:00,2.0,DAL,3.0,16.0,80,4.0,3.0,7.0,,W (+12),ben simmons
162,-4.0,0.0,,0.0,6.0,1.0,9.0,4/10/18,5.0,0.556,9.0,4.0,0.5,8.0,80.0,1,10.0,28:53:00,1.0,ATL,6.0,14.0,81,2.0,6.0,10.0,@,W (+8),ben simmons
163,15.0,0.0,,0.0,7.0,2.0,4.0,4/11/18,1.0,0.16699999999999998,6.0,2.0,1.0,2.0,81.0,1,4.3,22:04,2.0,MIL,2.0,4.0,82,0.0,4.0,6.0,,W (+35),ben simmons
164,,,,,,,,10/18/17,,,,,,,,Inactive,,,,HOU,,,1,,,,,L (-5),bogdan bogdanovic
165,,,,,,,,10/20/17,,,,,,,,Inactive,,,,DAL,,,2,,,,@,W (+5),bogdan bogdanovic
166,,,,,,,,10/21/17,,,,,,,,Inactive,,,,DEN,,,3,,,,@,L (-17),bogdan bogdanovic
167,15.0,1.0,0.25,4.0,2.0,0.0,3.0,10/23/17,5.0,0.33299999999999996,15.0,1.0,1.0,1.0,1.0,0,7.4,25:29:00,0.0,PHO,1.0,12.0,4,2.0,0.0,3.0,@,L (-2),bogdan bogdanovic
168,-1.0,0.0,0.0,2.0,4.0,0.0,2.0,10/26/17,4.0,0.5710000000000001,7.0,2.0,1.0,2.0,2.0,0,7.3,25:27:00,0.0,NOP,2.0,10.0,5,0.0,2.0,2.0,,L (-8),bogdan bogdanovic
169,-22.0,1.0,1.0,1.0,1.0,0.0,3.0,10/29/17,7.0,0.778,9.0,0.0,,0.0,3.0,1,13.9,23:23,0.0,WAS,3.0,15.0,6,4.0,2.0,3.0,,L (-27),bogdan bogdanovic
170,-22.0,1.0,0.33299999999999996,3.0,2.0,1.0,2.0,10/31/17,3.0,0.429,7.0,0.0,,0.0,4.0,1,3.8,28:06:00,0.0,IND,3.0,7.0,7,0.0,1.0,2.0,@,L (-18),bogdan bogdanovic
171,-7.0,0.0,0.0,3.0,1.0,1.0,1.0,11/1/17,2.0,0.28600000000000003,7.0,2.0,1.0,2.0,5.0,1,4.9,19:11,1.0,BOS,1.0,6.0,8,1.0,0.0,2.0,@,L (-27),bogdan bogdanovic
172,-7.0,2.0,1.0,2.0,1.0,0.0,1.0,11/4/17,6.0,0.857,7.0,0.0,,0.0,6.0,1,11.5,26:57:00,0.0,DET,0.0,14.0,9,0.0,1.0,1.0,@,L (-9),bogdan bogdanovic
173,-3.0,1.0,0.5,2.0,0.0,2.0,2.0,11/7/17,2.0,0.25,8.0,2.0,1.0,2.0,7.0,1,2.8,21:05,2.0,OKC,2.0,7.0,10,0.0,2.0,4.0,,W (+8),bogdan bogdanovic
174,0.0,2.0,0.33299999999999996,6.0,2.0,1.0,2.0,11/9/17,3.0,0.3,10.0,1.0,1.0,1.0,8.0,1,5.2,22:39,1.0,PHI,1.0,9.0,11,1.0,2.0,3.0,,W (+1),bogdan bogdanovic
175,-17.0,0.0,0.0,2.0,1.0,1.0,2.0,11/11/17,3.0,0.429,7.0,3.0,1.0,3.0,9.0,1,7.5,20:53,0.0,NYK,2.0,9.0,12,2.0,1.0,2.0,@,L (-27),bogdan bogdanovic
176,-7.0,1.0,1.0,1.0,2.0,0.0,2.0,11/13/17,2.0,0.5,4.0,0.0,,0.0,10.0,1,5.3,20:23,1.0,WAS,1.0,5.0,13,0.0,0.0,3.0,@,L (-18),bogdan bogdanovic
177,-17.0,1.0,0.25,4.0,0.0,0.0,2.0,11/15/17,3.0,0.375,8.0,0.0,,0.0,11.0,1,1.0,22:49,0.0,ATL,3.0,7.0,14,0.0,1.0,2.0,@,L (-46),bogdan bogdanovic
178,11.0,0.0,0.0,5.0,3.0,0.0,3.0,11/17/17,1.0,0.125,8.0,0.0,,0.0,12.0,0,1.4,24:20:00,0.0,POR,1.0,2.0,15,2.0,0.0,3.0,,W (+4),bogdan bogdanovic
179,-9.0,2.0,0.33299999999999996,6.0,3.0,0.0,1.0,11/18/17,5.0,0.385,13.0,0.0,,0.0,13.0,0,6.9,27:38:00,0.0,POR,1.0,12.0,16,0.0,0.0,1.0,@,L (-12),bogdan bogdanovic
180,-13.0,2.0,0.4,5.0,0.0,0.0,2.0,11/20/17,4.0,0.364,11.0,0.0,,0.0,14.0,1,3.2,21:00,1.0,DEN,0.0,10.0,17,0.0,2.0,3.0,,L (-16),bogdan bogdanovic
181,11.0,2.0,0.667,3.0,7.0,0.0,1.0,11/22/17,6.0,0.667,9.0,0.0,,0.0,15.0,0,13.1,26:44:00,0.0,LAL,3.0,14.0,18,2.0,3.0,1.0,,W (+11),bogdan bogdanovic
182,-14.0,1.0,0.5,2.0,1.0,1.0,1.0,11/25/17,4.0,0.5,8.0,1.0,1.0,1.0,16.0,0,3.9,22:58,0.0,LAC,2.0,10.0,19,2.0,5.0,1.0,,L (-2),bogdan bogdanovic
183,10.0,0.0,0.0,2.0,3.0,0.0,2.0,11/27/17,4.0,0.5710000000000001,7.0,4.0,0.8,5.0,17.0,0,8.6,21:51,0.0,GSW,1.0,12.0,20,0.0,2.0,2.0,@,W (+4),bogdan bogdanovic
184,-8.0,1.0,0.5,2.0,1.0,0.0,0.0,11/28/17,2.0,0.667,3.0,2.0,0.667,3.0,18.0,0,4.2,19:36,0.0,MIL,2.0,7.0,21,2.0,3.0,0.0,,L (-25),bogdan bogdanovic
185,-3.0,1.0,0.5,2.0,4.0,0.0,3.0,12/1/17,6.0,0.5,12.0,6.0,0.667,9.0,19.0,0,13.5,30:29:00,0.0,CHI,0.0,19.0,22,1.0,3.0,3.0,@,W (+1),bogdan bogdanovic
186,11.0,1.0,0.33299999999999996,3.0,3.0,0.0,4.0,12/2/17,3.0,0.429,7.0,2.0,1.0,2.0,20.0,0,7.4,27:23:00,0.0,MIL,3.0,9.0,23,2.0,2.0,4.0,@,L (-5),bogdan bogdanovic
187,-6.0,1.0,0.14300000000000002,7.0,5.0,0.0,1.0,12/6/17,2.0,0.25,8.0,0.0,,0.0,21.0,0,3.1,17:41,1.0,CLE,4.0,5.0,24,2.0,2.0,2.0,@,L (-6),bogdan bogdanovic
188,1.0,0.0,0.0,1.0,2.0,1.0,1.0,12/8/17,4.0,0.444,9.0,0.0,,0.0,22.0,0,5.9,24:47:00,0.0,NOP,2.0,8.0,25,4.0,3.0,1.0,@,W (+7),bogdan bogdanovic
189,-25.0,4.0,0.5,8.0,1.0,0.0,1.0,12/10/17,5.0,0.5,10.0,1.0,0.5,2.0,23.0,1,9.8,29:40:00,0.0,TOR,2.0,15.0,26,0.0,0.0,1.0,,L (-15),bogdan bogdanovic
190,7.0,2.0,0.28600000000000003,7.0,4.0,0.0,4.0,12/12/17,3.0,0.33299999999999996,9.0,2.0,1.0,2.0,24.0,0,8.4,32:47:00,1.0,PHO,3.0,10.0,27,1.0,1.0,5.0,,W (+7),bogdan bogdanovic
191,-8.0,3.0,0.75,4.0,3.0,0.0,6.0,12/14/17,3.0,0.5,6.0,0.0,,0.0,25.0,0,7.5,32:37:00,0.0,MIN,1.0,9.0,28,0.0,2.0,6.0,@,L (-23),bogdan bogdanovic
192,-10.0,4.0,0.5710000000000001,7.0,5.0,0.0,2.0,12/17/17,7.0,0.7,10.0,0.0,,0.0,26.0,0,17.6,28:35:00,1.0,TOR,0.0,18.0,29,1.0,2.0,3.0,@,L (-15),bogdan bogdanovic
193,-15.0,0.0,0.0,4.0,3.0,0.0,1.0,12/19/17,1.0,0.16699999999999998,6.0,2.0,1.0,2.0,27.0,0,0.6,18:08,0.0,PHI,0.0,4.0,30,0.0,2.0,1.0,@,W (+6),bogdan bogdanovic
194,4.0,0.0,0.0,1.0,2.0,0.0,3.0,12/20/17,6.0,0.6,10.0,2.0,0.5,4.0,28.0,1,8.7,33:12:00,0.0,BRK,3.0,14.0,31,0.0,1.0,3.0,@,W (+5),bogdan bogdanovic
195,-8.0,3.0,1.0,3.0,1.0,0.0,1.0,12/23/17,6.0,1.0,6.0,0.0,,0.0,29.0,0,11.6,28:39:00,0.0,SAS,4.0,15.0,32,0.0,1.0,1.0,,L (-9),bogdan bogdanovic
196,-23.0,1.0,0.33299999999999996,3.0,3.0,0.0,2.0,12/26/17,4.0,0.4,10.0,0.0,0.0,1.0,30.0,1,3.8,28:52:00,1.0,LAC,2.0,9.0,33,1.0,3.0,3.0,@,L (-27),bogdan bogdanovic
197,20.0,3.0,0.5,6.0,8.0,1.0,3.0,12/27/17,6.0,0.667,9.0,1.0,1.0,1.0,31.0,0,18.9,30:31:00,0.0,CLE,1.0,16.0,34,4.0,4.0,3.0,,W (+14),bogdan bogdanovic
198,-11.0,2.0,0.4,5.0,3.0,1.0,2.0,12/29/17,5.0,0.5,10.0,1.0,0.5,2.0,32.0,0,9.4,30:26:00,0.0,PHO,4.0,13.0,35,0.0,0.0,2.0,,L (-10),bogdan bogdanovic
199,-16.0,2.0,0.4,5.0,5.0,0.0,4.0,12/31/17,3.0,0.429,7.0,0.0,,0.0,33.0,1,5.1,27:43:00,1.0,MEM,4.0,8.0,36,0.0,3.0,5.0,,L (-18),bogdan bogdanovic
200,-11.0,0.0,0.0,2.0,5.0,0.0,2.0,1/2/18,5.0,0.625,8.0,1.0,1.0,1.0,34.0,0,7.5,23:38,0.0,CHO,5.0,11.0,37,0.0,2.0,2.0,,L (-20),bogdan bogdanovic
201,4.0,1.0,1.0,1.0,5.0,0.0,1.0,1/6/18,3.0,0.33299999999999996,9.0,4.0,1.0,4.0,35.0,0,9.6,32:37:00,1.0,DEN,2.0,11.0,38,1.0,1.0,2.0,,W (+8),bogdan bogdanovic
202,-7.0,2.0,1.0,2.0,5.0,0.0,5.0,1/8/18,6.0,0.6,10.0,2.0,1.0,2.0,36.0,0,14.6,33:20:00,0.0,SAS,2.0,16.0,39,0.0,1.0,5.0,,L (-7),bogdan bogdanovic
203,8.0,0.0,0.0,3.0,4.0,0.0,2.0,1/9/18,7.0,0.5379999999999999,13.0,5.0,0.833,6.0,37.0,0,15.9,32:02:00,0.0,LAL,2.0,19.0,40,1.0,0.0,2.0,@,L (-13),bogdan bogdanovic
204,2.0,4.0,0.667,6.0,2.0,0.0,3.0,1/11/18,7.0,0.636,11.0,4.0,1.0,4.0,38.0,0,17.1,30:54:00,1.0,LAC,5.0,22.0,41,0.0,1.0,4.0,,L (-6),bogdan bogdanovic
205,-8.0,1.0,0.5,2.0,5.0,0.0,2.0,1/13/18,5.0,0.556,9.0,2.0,0.667,3.0,39.0,0,11.2,25:28:00,0.0,LAC,3.0,13.0,42,1.0,1.0,2.0,@,L (-21),bogdan bogdanovic
206,-8.0,3.0,0.429,7.0,2.0,0.0,4.0,1/15/18,4.0,0.308,13.0,2.0,1.0,2.0,40.0,1,8.6,30:22:00,1.0,OKC,3.0,13.0,43,2.0,1.0,5.0,@,L (-7),bogdan bogdanovic
207,-6.0,6.0,1.0,6.0,2.0,0.0,4.0,1/17/18,9.0,0.818,11.0,1.0,1.0,1.0,41.0,1,18.9,39:02:00,2.0,UTA,5.0,25.0,44,1.0,5.0,6.0,,L (-15),bogdan bogdanovic
208,-10.0,1.0,0.14300000000000002,7.0,3.0,0.0,3.0,1/19/18,7.0,0.5379999999999999,13.0,0.0,,0.0,42.0,1,9.0,28:37:00,1.0,MEM,1.0,15.0,45,1.0,4.0,4.0,@,L (-18),bogdan bogdanovic
209,11.0,2.0,0.5,4.0,7.0,0.0,2.0,1/22/18,3.0,0.3,10.0,2.0,1.0,2.0,43.0,1,8.5,28:31:00,0.0,CHO,3.0,10.0,46,1.0,1.0,2.0,@,L (-5),bogdan bogdanovic
210,6.0,0.0,0.0,4.0,4.0,0.0,4.0,1/23/18,4.0,0.33299999999999996,12.0,0.0,,0.0,44.0,1,-1.0,33:01:00,0.0,ORL,3.0,8.0,47,0.0,5.0,4.0,@,W (+6),bogdan bogdanovic
211,13.0,1.0,0.5,2.0,3.0,1.0,3.0,1/25/18,5.0,0.5,10.0,0.0,,0.0,45.0,1,7.5,35:22:00,0.0,MIA,3.0,11.0,48,0.0,1.0,3.0,@,W (+1),bogdan bogdanovic
212,-14.0,1.0,0.25,4.0,2.0,1.0,2.0,1/28/18,1.0,0.14300000000000002,7.0,0.0,,0.0,46.0,1,-0.2,32:45:00,0.0,SAS,1.0,3.0,49,1.0,2.0,2.0,@,L (-15),bogdan bogdanovic
213,9.0,1.0,0.33299999999999996,3.0,2.0,0.0,1.0,1/30/18,3.0,0.375,8.0,0.0,,0.0,47.0,1,4.9,18:16,0.0,NOP,1.0,7.0,50,1.0,0.0,1.0,@,W (+11),bogdan bogdanovic
214,-10.0,4.0,0.5710000000000001,7.0,6.0,0.0,3.0,2/2/18,4.0,0.444,9.0,0.0,,0.0,48.0,1,13.6,28:33:00,0.0,GSW,2.0,12.0,51,3.0,1.0,3.0,,L (-15),bogdan bogdanovic
215,5.0,1.0,0.25,4.0,6.0,0.0,0.0,2/3/18,2.0,0.4,5.0,2.0,1.0,2.0,49.0,1,8.4,26:08:00,1.0,DAL,2.0,7.0,52,1.0,1.0,1.0,,L (-7),bogdan bogdanovic
216,10.0,3.0,0.429,7.0,4.0,0.0,4.0,2/5/18,3.0,0.33299999999999996,9.0,6.0,1.0,6.0,50.0,1,15.9,30:30:00,0.0,CHI,0.0,15.0,53,2.0,0.0,4.0,,W (+6),bogdan bogdanovic
217,-11.0,1.0,0.33299999999999996,3.0,3.0,1.0,2.0,2/9/18,4.0,0.28600000000000003,14.0,1.0,1.0,1.0,51.0,1,5.5,33:26:00,1.0,POR,1.0,10.0,54,1.0,1.0,3.0,,L (-18),bogdan bogdanovic
218,-13.0,2.0,0.4,5.0,8.0,0.0,2.0,2/11/18,5.0,0.41700000000000004,12.0,1.0,0.5,2.0,52.0,1,10.5,30:48:00,1.0,MIN,4.0,13.0,55,1.0,2.0,3.0,@,L (-5),bogdan bogdanovic
219,-3.0,3.0,0.429,7.0,4.0,0.0,5.0,2/13/18,8.0,0.47100000000000003,17.0,0.0,,0.0,53.0,1,12.4,33:54:00,0.0,DAL,3.0,19.0,56,0.0,1.0,5.0,@,W (+5),bogdan bogdanovic
220,-17.0,4.0,0.5,8.0,5.0,0.0,4.0,2/14/18,8.0,0.5329999999999999,15.0,0.0,,0.0,54.0,1,15.8,30:08:00,0.0,HOU,4.0,20.0,57,2.0,2.0,4.0,@,L (-9),bogdan bogdanovic
221,-13.0,0.0,0.0,1.0,2.0,0.0,0.0,2/22/18,1.0,0.25,4.0,2.0,1.0,2.0,55.0,1,-2.8,18:40,0.0,OKC,2.0,4.0,58,0.0,5.0,0.0,,L (-3),bogdan bogdanovic
222,-11.0,4.0,0.5710000000000001,7.0,4.0,1.0,5.0,2/24/18,8.0,0.5,16.0,1.0,1.0,1.0,56.0,1,15.7,30:10:00,1.0,LAL,5.0,21.0,59,1.0,2.0,6.0,,L (-5),bogdan bogdanovic
